comune_istat_cod|comune_catasto_cod|comune_des|provincia_istat_cod|provincia_sigla|provincia_des|regione_istat_cod|regione_des|area_geo_cod|area_geo_des|stato_cod|stato_des
001001|A074|AGLIE'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001002|A109|AIRASCA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001003|A117|ALA DI STURA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001004|A157|ALBIANO D'IVREA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001005|A199|ALICE SUPERIORE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001006|A218|ALMESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001007|A221|ALPETTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001008|A222|ALPIGNANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001009|A275|ANDEZENO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001010|A282|ANDRATE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001011|A295|ANGROGNA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001012|A405|ARIGNANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001013|A518|AVIGLIANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001014|A525|AZEGLIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001015|A584|BAIRO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001016|A587|BALANGERO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001017|A590|BALDISSERO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001018|A591|BALDISSERO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001019|A599|BALME|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001020|A607|BANCHETTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001021|A625|BARBANIA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001022|A651|BARDONECCHIA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001023|A673|BARONE CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001024|A734|BEINASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001025|A853|BIBIANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001026|A910|BOBBIO PELLICE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001027|A941|BOLLENGO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001028|A990|BORGARO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001029|B003|BORGIALLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001030|B015|BORGOFRANCO D'IVREA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001031|B021|BORGOMASINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001032|B024|BORGONE SUSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001033|B075|BOSCONERO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001034|B121|BRANDIZZO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001035|B171|BRICHERASIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001036|B205|BROSSO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001037|B209|BROZOLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001038|B216|BRUINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001039|B225|BRUSASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001040|B232|BRUZOLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001041|B278|BURIASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001042|B279|BUROLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001043|B284|BUSANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001044|B297|BUSSOLENO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001045|B305|BUTTIGLIERA ALTA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001046|B350|CAFASSE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001047|B435|CALUSO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001048|B462|CAMBIANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001049|B512|CAMPIGLIONE-FENILE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001050|B588|CANDIA CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001051|B592|CANDIOLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001052|B605|CANISCHIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001053|B628|CANTALUPA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001054|B637|CANTOIRA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001055|B705|CAPRIE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001056|B733|CARAVINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001057|B762|CAREMA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001058|B777|CARIGNANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001059|B791|CARMAGNOLA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001060|B867|CASALBORGONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001061|B953|CASCINETTE D'IVREA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001062|B955|CASELETTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001063|B960|CASELLE TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001064|C045|CASTAGNETO PO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001065|C048|CASTAGNOLE PIEMONTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001066|C133|CASTELLAMONTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001067|C241|CASTELNUOVO NIGRA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001068|C307|CASTIGLIONE TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001069|C369|CAVAGNOLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001070|C404|CAVOUR|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001071|C487|CERCENASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001072|C497|CERES|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001073|C505|CERESOLE REALE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001074|C564|CESANA TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001075|C604|CHIALAMBERTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001076|C610|CHIANOCCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001077|C624|CHIAVERANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001078|C627|CHIERI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001079|C629|CHIESANUOVA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001080|C639|CHIOMONTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001081|C655|CHIUSA DI SAN MICHELE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001082|C665|CHIVASSO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001083|C679|CICONIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001084|C711|CINTANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001085|C715|CINZANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001086|C722|CIRIE'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001087|C793|CLAVIERE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001088|C801|COASSOLO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001089|C803|COAZZE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001090|C860|COLLEGNO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001091|C867|COLLERETTO CASTELNUOVO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001092|C868|COLLERETTO GIACOSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001093|C955|CONDOVE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001094|D008|CORIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001095|D092|COSSANO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001096|D197|CUCEGLIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001097|D202|CUMIANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001098|D208|CUORGNE'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001099|D373|DRUENTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001100|D433|EXILLES|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001101|D520|FAVRIA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001102|D524|FELETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001103|D532|FENESTRELLE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001104|D562|FIANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001105|D608|FIORANO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001106|D646|FOGLIZZO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001107|D725|FORNO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001108|D781|FRASSINETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001109|D805|FRONT|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001110|D812|FROSSASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001111|D931|GARZIGLIANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001112|D933|GASSINO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001113|D983|GERMAGNANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001114|E009|GIAGLIONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001115|E020|GIAVENO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001116|E067|GIVOLETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001117|E154|GRAVERE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001118|E199|GROSCAVALLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001119|E203|GROSSO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001120|E216|GRUGLIASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001121|E301|INGRIA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001122|E311|INVERSO PINASCA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001123|E345|ISOLABELLA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001124|E368|ISSIGLIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001125|E379|IVREA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001126|E394|LA CASSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001127|E423|LA LOGGIA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001128|E445|LANZO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001129|E484|LAURIANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001130|E518|LEINI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001131|E520|LEMIE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001132|E551|LESSOLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001133|E566|LEVONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001134|E635|LOCANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001135|E660|LOMBARDORE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001136|E661|LOMBRIASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001137|E683|LORANZE'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001138|E727|LUGNACCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001139|E758|LUSERNA SAN GIOVANNI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001140|E759|LUSERNETTA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001141|E763|LUSIGLIE'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001142|E782|MACELLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001143|E817|MAGLIONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001144|E941|MARENTINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001145|F041|MASSELLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001146|F053|MATHI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001147|F058|MATTIE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001148|F067|MAZZE'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001149|F074|MEANA DI SUSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001150|F140|MERCENASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001151|F164|MEUGLIANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001152|F182|MEZZENILE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001153|F315|MOMBELLO DI TORINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001154|F318|MOMPANTERO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001155|F327|MONASTERO DI LANZO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001156|F335|MONCALIERI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001157|D553|MONCENISIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001158|F407|MONTALDO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001159|F411|MONTALENGHE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001160|F420|MONTALTO DORA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001161|F422|MONTANARO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001162|F651|MONTEU DA PO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001163|F733|MORIONDO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001164|F889|NICHELINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001165|F906|NOASCA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001166|F925|NOLE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001167|F927|NOMAGLIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001168|F931|NONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001169|F948|NOVALESA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001170|G010|OGLIANICO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001171|G087|ORBASSANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001172|G109|ORIO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001173|G151|OSASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001174|G152|OSASIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001175|G196|OULX|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001176|G202|OZEGNA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001177|G262|PALAZZO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001178|G303|PANCALIERI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001179|G330|PARELLA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001180|G387|PAVAROLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001181|G392|PAVONE CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001182|G396|PECCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001183|G398|PECETTO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001184|G463|PEROSA ARGENTINA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001185|G462|PEROSA CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001186|G465|PERRERO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001187|G477|PERTUSIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001188|G505|PESSINETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001189|G559|PIANEZZA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001190|G672|PINASCA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001191|G674|PINEROLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001192|G678|PINO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001193|G684|PIOBESI TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001194|G691|PIOSSASCO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001195|G705|PISCINA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001196|G719|PIVERONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001197|G777|POIRINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001198|G805|POMARETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001199|G826|PONT-CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001200|G900|PORTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001201|G973|PRAGELATO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001202|G978|PRALI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001203|G979|PRALORMO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001204|G982|PRAMOLLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001205|G986|PRAROSTINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001206|G988|PRASCORSANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001207|G997|PRATIGLIONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001208|H100|QUAGLIUZZO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001209|H120|QUASSOLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001210|H127|QUINCINETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001211|H207|REANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001212|H270|RIBORDONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001213|H333|RIVALBA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001214|H335|RIVALTA DI TORINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001215|H337|RIVA PRESSO CHIERI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001216|H338|RIVARA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001217|H340|RIVAROLO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001218|H344|RIVAROSSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001219|H355|RIVOLI|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001220|H367|ROBASSOMERO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001221|H386|ROCCA CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001222|H498|ROLETTO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001223|H511|ROMANO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001224|H539|RONCO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001225|H547|RONDISSONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001226|H554|RORA'|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001227|H555|ROURE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001228|H583|ROSTA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001229|H627|RUBIANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001230|H631|RUEGLIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001231|H691|SALASSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001232|H684|SALBERTRAND|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001233|H702|SALERANO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001234|H734|SALZA DI PINEROLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001235|H753|SAMONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001236|H775|SAN BENIGNO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001237|H789|SAN CARLO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001238|H804|SAN COLOMBANO BELMONTE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001239|H820|SAN DIDERO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001240|H847|SAN FRANCESCO AL CAMPO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001241|H855|SANGANO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001242|H862|SAN GERMANO CHISONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001243|H873|SAN GILLIO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001244|H890|SAN GIORGIO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001245|H900|SAN GIORIO DI SUSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001246|H936|SAN GIUSTO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001247|H997|SAN MARTINO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001248|I024|SAN MAURIZIO CANAVESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001249|I030|SAN MAURO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001250|I090|SAN PIETRO VAL LEMINA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001251|I126|SAN PONSO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001252|I137|SAN RAFFAELE CIMENA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001253|I152|SAN SEBASTIANO DA PO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001254|I154|SAN SECONDO DI PINEROLO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001255|I258|SANT'AMBROGIO DI TORINO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001256|I296|SANT'ANTONINO DI SUSA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001257|I327|SANTENA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001258|I465|SAUZE DI CESANA|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001259|I466|SAUZE D'OULX|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001260|I490|SCALENGHE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001261|I511|SCARMAGNO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001262|I539|SCIOLZE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001263|I692|SESTRIERE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001264|I701|SETTIMO ROTTARO|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001265|I703|SETTIMO TORINESE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
001266|I702|SETTIMO VITTONE|001|TO|TORINO|01|Piemonte|1|Nord-Ovest|100|ITALIA
