comune_istat_cod|comune_catasto_cod|comune_des|provincia_istat_cod|provincia_sigla|provincia_des|regione_istat_cod|regione_des|area_geo_cod|area_geo_des|stato_cod|stato_des
015180|H233|RENATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015181|H240|RESCALDINA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015182|H264|RHO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015183|H371|ROBECCHETTO CON INDUNO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015184|H373|ROBECCO SUL NAVIGLIO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015185|H470|RODANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015186|H529|RONCELLO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015187|H537|RONCO BRIANTINO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015188|H560|ROSATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015189|H623|ROZZANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015191|H803|SAN COLOMBANO AL LAMBRO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015192|H827|SAN DONATO MILANESE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015194|H884|SAN GIORGIO SU LEGNANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015195|H930|SAN GIULIANO MILANESE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015200|I361|SANTO STEFANO TICINO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015201|I409|SAN VITTORE OLONA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015202|I415|SAN ZENONE AL LAMBRO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015204|I566|SEDRIANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015205|I577|SEGRATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015206|I602|SENAGO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015208|I625|SEREGNO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015209|I690|SESTO SAN GIOVANNI|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015210|I696|SETTALA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015211|I700|SETTIMO MILANESE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015212|I709|SEVESO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015213|I786|SOLARO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015216|I878|SOVICO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015217|I998|SULBIATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015219|L408|TREZZANO ROSA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015220|L409|TREZZANO SUL NAVIGLIO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015221|L411|TREZZO SULL'ADDA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015222|L415|TRIBIANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015223|L434|TRIUGGIO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015224|L454|TRUCCAZZANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015226|L471|TURBIGO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015227|L511|USMATE VELATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015229|L665|VANZAGO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015230|L667|VAPRIO D'ADDA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015231|L677|VAREDO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015232|L704|VEDANO AL LAMBRO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015233|L709|VEDUGGIO CON COLZANO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015234|L744|VERANO BRIANZA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015235|L768|VERMEZZO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015236|L773|VERNATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015237|L883|VIGNATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015239|M017|VILLASANTA|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015241|M052|VIMERCATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015242|M053|VIMODRONE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015243|M091|VITTUONE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015244|M102|VIZZOLO PREDABISSI|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015246|M160|ZELO SURRIGONE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015247|M176|ZIBIDO SAN GIACOMO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015248|L928|VILLA CORTESE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015249|L664|VANZAGHELLO|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
015250|A618|BARANZATE|015|MI|MILANO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016001|A057|ADRARA SAN MARTINO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016002|A058|ADRARA SAN ROCCO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016003|A129|ALBANO SANT'ALESSANDRO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016004|A163|ALBINO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016005|A214|ALME'|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016006|A216|ALMENNO SAN BARTOLOMEO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016007|A217|ALMENNO SAN SALVATORE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016008|A246|ALZANO LOMBARDO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016009|A259|AMBIVERE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016010|A304|ANTEGNATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016011|A365|ARCENE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016012|A383|ARDESIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016013|A440|ARZAGO D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016014|A511|AVERARA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016015|A517|AVIATICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016016|A528|AZZANO SAN PAOLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016017|A533|AZZONE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016018|A557|BAGNATICA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016019|A631|BARBATA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016020|A664|BARIANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016021|A684|BARZANA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016022|A732|BEDULITA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016023|A786|BERBENNO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016024|A794|BERGAMO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016025|A815|BERZO SAN FERMO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016026|A846|BIANZANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016027|A903|BLELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016028|A937|BOLGARE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016029|A950|BOLTIERE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016030|A963|BONATE SOPRA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016031|A962|BONATE SOTTO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016032|B010|BORGO DI TERZO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016033|B083|BOSSICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016034|B088|BOTTANUCO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016035|B112|BRACCA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016036|B123|BRANZI|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016037|B137|BREMBATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016038|B138|BREMBATE DI SOPRA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016039|B140|BREMBILLA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016040|B178|BRIGNANO GERA D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016041|B217|BRUMANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016042|B223|BRUSAPORTO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016043|B393|CALCINATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016044|B395|CALCIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016046|B434|CALUSCO D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016047|B442|CALVENZANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016048|B471|CAMERATA CORNELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016049|B618|CANONICA D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016050|B661|CAPIZZONE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016051|B703|CAPRIATE SAN GERVASIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016052|B710|CAPRINO BERGAMASCO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016053|B731|CARAVAGGIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016055|B801|CAROBBIO DEGLI ANGELI|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016056|B803|CARONA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016057|B854|CARVICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016058|B947|CASAZZA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016059|B971|CASIRATE D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016060|B978|CASNIGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016061|C007|CASSIGLIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016062|C079|CASTELLI CALEPIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016063|C255|CASTEL ROZZONE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016064|C324|CASTIONE DELLA PRESOLANA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016065|C337|CASTRO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016066|C396|CAVERNAGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016067|C410|CAZZANO SANT'ANDREA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016068|C456|CENATE SOPRA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016069|C457|CENATE SOTTO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016070|C459|CENE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016071|C506|CERETE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016072|C635|CHIGNOLO D'ISOLA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016073|C649|CHIUDUNO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016074|C728|CISANO BERGAMASCO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016075|C730|CISERANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016076|C759|CIVIDATE AL PIANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016077|C800|CLUSONE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016078|C835|COLERE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016079|C894|COLOGNO AL SERIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016080|C910|COLZATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016081|C937|COMUN NUOVO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016082|D015|CORNA IMAGNA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016083|D066|CORTENOVA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016084|D110|COSTA DI MEZZATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016085|D103|COSTA VALLE IMAGNA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016086|D117|COSTA VOLPINO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016087|D126|COVO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016088|D139|CREDARO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016089|D221|CURNO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016090|D233|CUSIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016091|D245|DALMINE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016092|D352|DOSSENA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016093|D406|ENDINE GAIANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016094|D411|ENTRATICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016096|D490|FARA GERA D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016097|D491|FARA OLIVANA CON SOLA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016098|D588|FILAGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016099|D604|FINO DEL MONTE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016100|D606|FIORANO AL SERIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016101|D672|FONTANELLA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016102|D684|FONTENO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016103|D688|FOPPOLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016104|D697|FORESTO SPARSO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016105|D727|FORNOVO SAN GIOVANNI|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016106|D817|FUIPIANO VALLE IMAGNA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016107|D903|GANDELLINO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016108|D905|GANDINO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016109|D906|GANDOSSO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016110|D943|GAVERINA TERME|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016111|D952|GAZZANIGA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016112|D991|GEROSA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016113|E006|GHISALBA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016114|E100|GORLAGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016115|E103|GORLE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016116|E106|GORNO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016117|E148|GRASSOBBIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016118|E189|GROMO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016119|E192|GRONE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016120|E219|GRUMELLO DEL MONTE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016121|E353|ISOLA DI FONDRA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016122|E370|ISSO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016123|E422|LALLIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016124|E509|LEFFE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016125|E524|LENNA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016126|E562|LEVATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016127|E640|LOCATELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016128|E704|LOVERE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016129|E751|LURANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016130|E770|LUZZANA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016131|E794|MADONE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016132|E901|MAPELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016133|E987|MARTINENGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016134|F186|MEZZOLDO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016135|F243|MISANO DI GERA D'ADDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016136|F276|MOIO DE'CALVI|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016137|F328|MONASTEROLO DEL CASTELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016139|F547|MONTELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016140|F720|MORENGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016141|F738|MORNICO AL SERIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016142|F786|MOZZANICA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016143|F791|MOZZO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016144|F864|NEMBRO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016145|G049|OLMO AL BREMBO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016146|G050|OLTRE IL COLLE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016147|G054|OLTRESSENDA ALTA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016148|G068|ONETA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016149|G075|ONORE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016150|G108|ORIO AL SERIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016151|G118|ORNICA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016152|G159|OSIO SOPRA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016153|G160|OSIO SOTTO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016154|G233|PAGAZZANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016155|G249|PALADINA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016156|G259|PALAZZAGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016157|G295|PALOSCO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016158|G346|PARRE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016159|G350|PARZANICA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016160|G412|PEDRENGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016161|G418|PEIA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016162|G564|PIANICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016163|G574|PIARIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016164|G579|PIAZZA BREMBANA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016165|G583|PIAZZATORRE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016166|G588|PIAZZOLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016167|G774|POGNANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016168|F941|PONTE NOSSA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016169|G853|PONTERANICA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016170|G856|PONTE SAN PIETRO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016171|G864|PONTIDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016172|G867|PONTIROLO NUOVO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016173|G968|PRADALUNGA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016174|H020|PREDORE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016175|H036|PREMOLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016176|H046|PRESEZZO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016177|H091|PUMENENGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016178|H176|RANICA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016179|H177|RANZANICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016180|H331|RIVA DI SOLTO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016182|H492|ROGNO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016183|H509|ROMANO DI LOMBARDIA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016184|H535|RONCOBELLO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016185|H544|RONCOLA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016186|H584|ROTA D'IMAGNA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016187|H615|ROVETTA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016188|H910|SAN GIOVANNI BIANCO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016189|B310|SAN PAOLO D'ARGON|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016190|I079|SAN PELLEGRINO TERME|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016191|I168|SANTA BRIGIDA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016192|I349|SANT'OMOBONO IMAGNA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016193|I437|SARNICO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016194|I506|SCANZOROSCIATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016195|I530|SCHILPARIO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016196|I567|SEDRINA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016197|I597|SELVINO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016198|I628|SERIATE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016199|I629|SERINA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016200|I812|SOLTO COLLINA|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016201|I830|SONGAVAZZO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016202|I858|SORISOLE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016203|I869|SOTTO IL MONTE GIOVANNI XXIII|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016204|I873|SOVERE|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016205|I916|SPINONE AL LAGO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016206|I919|SPIRANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
016207|I951|STEZZANO|016|BG|BERGAMO|03|Lombardia|1|Nord-Ovest|100|ITALIA
